scientificName,scientificNameAuthorship,scientificNameLabel,family,vernacularName,disperser,species_origin,seed_length_mm,seed_width_mm,treatment,experiment,germination_setup,germination_state,germination_date,germination_time,damaged_seed,seedling_length_mm
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/14/18,22,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/14/18,22,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/14/18,22,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/14/18,22,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/14/18,22,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/29/18,37,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/29/18,37,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/29/18,37,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,5/29/18,37,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,20
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,yes,6/13/18,52,no,10
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
clidemia_hirta,D.Don,Clidemia hirta,melastomataceae,mazambody,microcebus_jollyae,non-native,0.73,0.51,defecated,Semi-closed,4/23/18,no,n/a,n/a,no,n/a
